Date,Course,Hole,Shot,Distance,Club,Lie,Distance Lie,Exp,Strokes,Distance Label,Direction_Result,Distance_Result,Penalty,Par,Updated Distance,Updated Distance Cat,Relative to Par
"July 10, 2021",Glendale,1,1,540,D,T,540T,4.65,-0.77,250 +,pretty left,good,1,5,540,250 +,-4
"July 10, 2021",Glendale,1,2,P,,,P,4.42,0,,,,0,5,,,-3
"July 10, 2021",Glendale,1,3,200,7,R,200R,3.42,-0.36,176-200,pretty left,slightly long,0,5,202,176-200,-2
"July 10, 2021",Glendale,1,4,30,60,R,30R,2.78,-0.01,26-50,slight right,slightly short,0,5,38,26-50,-1
"July 10, 2021",Glendale,1,5,15,P,G,15G,1.79,0.79,G 10-15,good,good,0,5,15,G 10-15,0
"July 10, 2021",Glendale,2,1,400,D,T,400T,3.99,0.29,250 +,slight left,good,0,4,407,250 +,-3
"July 10, 2021",Glendale,2,2,55,60,F,55F,2.7,-0.23,51-75,good,slightly short,0,4,56,51-75,-2
"July 10, 2021",Glendale,2,3,25,P,G,25G,1.934,-0.12,G 21-25,good,slightly short,0,4,25,G 21-25,-1
"July 10, 2021",Glendale,2,4,3,P,G,3G,1.053,0.05,G 0-3,good,good,0,4,3,G 0-3,0
"July 10, 2021",Glendale,3,1,360,4,T,360T,3.92,0.12,250 +,good,good,0,4,363,250 +,-3
"July 10, 2021",Glendale,3,2,100,55,F,100F,2.8,-0.79,76-100,good,pretty long,0,4,99,76-100,-2
"July 10, 2021",Glendale,3,3,15,60,R,15R,2.59,0.23,0-25,good,good,0,4,11,0-25,-1
"July 10, 2021",Glendale,3,4,6,P,G,6G,1.357,0.36,G 4-6,good,good,0,4,6,G 4-6,0
"July 10, 2021",Glendale,4,1,140,9,T,140T,2.97,-0.62,126-150,way right,good,0,3,133,126-150,-2
"July 10, 2021",Glendale,4,2,25,60,R,25R,2.59,0.08,0-25,slight right,good,0,3,24,0-25,-1
"July 10, 2021",Glendale,4,3,8,P,G,8G,1.515,-0.49,G 7-9,slight right,good,0,3,8,G 7-9,0
"July 10, 2021",Glendale,4,4,1,P,G,1G,1.001,0,G 0-3,good,good,0,3,1,G 0-3,1
"July 10, 2021",Glendale,5,1,400,D,T,400T,3.99,-0.16,250 +,way left,slightly short,0,4,394,250 +,-3
"July 10, 2021",Glendale,5,2,130,50,R,130R,3.15,-0.44,126-150,good,pretty long,0,4,136,126-150,-2
"July 10, 2021",Glendale,5,3,20,60,R,20R,2.59,-0.04,0-25,good,slightly short,0,4,12,0-25,-1
"July 10, 2021",Glendale,5,4,10,P,G,10G,1.626,-0.38,G 10-15,slight left,good,0,4,10,G 10-15,0
"July 10, 2021",Glendale,5,5,1,P,G,1G,1.001,0,G 0-3,good,good,0,4,1,G 0-3,1
"July 10, 2021",Glendale,6,1,430,D,T,430T,4.08,-0.23,250 +,pretty right,pretty short,0,4,423,250 +,-3
"July 10, 2021",Glendale,6,2,170,8,R,170R,3.31,-0.47,151-175,pretty right,good,0,4,165,151-175,-2
"July 10, 2021",Glendale,6,3,35,60,R,35R,2.78,-0.01,26-50,good,slightly short,0,4,41,26-50,-1
"July 10, 2021",Glendale,6,4,15,P,G,15G,1.79,0.79,G 10-15,good,good,0,4,15,G 10-15,0
"July 10, 2021",Glendale,7,1,410,D,T,410T,4.02,-0.78,250 +,slight right,good,0,4,411,250 +,-3
"July 10, 2021",Glendale,7,2,100,6,X,100X,3.8,0.75,76-100,good,slightly long,0,4,92,76-100,-2
"July 10, 2021",Glendale,7,3,40,P,G,40G,2.055,-0.46,G 36-45,good,slightly short,0,4,40,G 36-45,-1
"July 10, 2021",Glendale,7,4,8,P,G,8G,1.515,-0.49,G 7-9,slight right,good,0,4,8,G 7-9,0
"July 10, 2021",Glendale,7,5,1,P,G,1G,1.001,0,G 0-3,good,good,0,4,1,G 0-3,1
"July 10, 2021",Glendale,8,1,174,9,T,174T,3.05,0.03,151-175,slight left,slightly short,0,3,177,151-175,-2
"July 10, 2021",Glendale,8,2,35,P,G,35G,2.016,-0.04,G 26-35,slight right,good,0,3,35,G 26-35,-1
"July 10, 2021",Glendale,8,3,3,P,G,3G,1.053,0.05,G 0-3,good,good,0,3,3,G 0-3,0
"July 10, 2021",Glendale,9,1,540,D,T,540T,4.65,0.12,250 +,good,good,0,5,534,250 +,-4
"July 10, 2021",Glendale,9,2,215,6,R,215R,3.53,-0.06,201-225,slight left,slightly long,0,5,216,201-225,-3
"July 10, 2021",Glendale,9,3,25,60,R,25R,2.59,-0.29,0-25,slight right,slightly long,0,5,29,0-25,-2
"July 10, 2021",Glendale,9,4,20,P,G,20G,1.878,-0.12,G 16-20,good,slightly long,0,5,20,G 16-20,-1
"July 10, 2021",Glendale,9,5,1,P,G,1G,1.001,0,G 0-3,good,good,0,5,1,G 0-3,0
"July 11, 2021",Canyons,1,1,360,4,T,360T,3.92,-0.06,250 +,good,slightly short,0,4,359,250 +,-3
"July 11, 2021",Canyons,1,2,160,9,F,160F,2.98,0.35,151-175,good,good,0,4,154,151-175,-2
"July 11, 2021",Canyons,1,3,10,P,G,10G,1.626,0.63,G 10-15,good,good,0,4,10,G 10-15,-1
"July 11, 2021",Canyons,2,1,130,50,T,130T,2.97,0.04,126-150,slight right,good,0,3,136,126-150,-2
"July 11, 2021",Canyons,2,2,25,P,G,25G,1.934,-0.32,G 21-25,slight left,slightly short,0,3,25,G 21-25,-1
"July 11, 2021",Canyons,2,3,5,P,G,5G,1.256,-0.75,G 4-6,slight left,good,0,3,5,G 4-6,0
"July 11, 2021",Canyons,2,4,2,P,G,2G,1.009,0.01,G 0-3,good,good,0,3,2,G 0-3,1
"July 11, 2021",Canyons,3,1,470,2,T,470T,4.28,0.48,250 +,good,good,0,5,469,250 +,-4
"July 11, 2021",Canyons,3,2,105,56,F,105F,2.8,-0.79,101-125,good,slightly long,0,5,112,101-125,-3
"July 11, 2021",Canyons,3,3,10,60,R,10R,2.59,-0.04,0-25,slight left,good,0,5,16,0-25,-2
"July 11, 2021",Canyons,3,4,10,P,G,10G,1.626,0.63,G 10-15,good,good,0,5,10,G 10-15,-1
"July 11, 2021",Canyons,4,1,350,4,F,350F,3.95,0.2,250 +,good,good,0,4,356,250 +,-3
"July 11, 2021",Canyons,4,2,75,60,F,75F,2.75,-0.04,51-75,good,slightly long,0,4,68,51-75,-2
"July 11, 2021",Canyons,4,3,15,P,G,15G,1.79,-0.21,G 10-15,slight left,slightly short,0,4,15,G 10-15,-1
"July 11, 2021",Canyons,4,4,1,P,G,1G,1.001,0,G 0-3,good,good,0,4,1,G 0-3,0
"July 11, 2021",Canyons,5,1,350,5,T,350T,3.92,-0.1,250 +,pretty left,good,0,4,342,250 +,-3
"July 11, 2021",Canyons,5,2,90,56,R,90R,3.02,-0.57,76-100,slight right,slightly long,0,4,87,76-100,-2
"July 11, 2021",Canyons,5,3,15,50,R,15R,2.59,-0.04,0-25,good,slightly short,0,4,17,0-25,-1
"July 11, 2021",Canyons,5,4,10,P,G,10G,1.626,-0.38,G 10-15,slight right,good,0,4,10,G 10-15,0
"July 11, 2021",Canyons,5,5,2,P,G,2G,1.009,0.01,G 0-3,good,good,0,4,2,G 0-3,1
"July 11, 2021",Canyons,6,1,145,PW,T,145T,2.97,-0.01,126-150,good,slightly short,0,3,149,126-150,-2
"July 11, 2021",Canyons,6,2,30,P,G,30G,1.978,-0.38,G 26-35,good,slightly short,0,3,30,G 26-35,-1
"July 11, 2021",Canyons,6,3,6,P,G,6G,1.357,-0.65,G 4-6,slight right,slightly short,0,3,6,G 4-6,0
"July 11, 2021",Canyons,6,4,2,P,G,2G,1.009,0.01,G 0-3,good,good,0,3,2,G 0-3,1
"July 11, 2021",Canyons,7,1,570,D,T,570T,4.79,-0.63,250 +,way left,good,1,5,576,250 +,-4
"July 11, 2021",Canyons,7,2,P,,,P,4.42,0,,,,0,5,,,-3
"July 11, 2021",Canyons,7,3,205,7,R,205R,3.42,0.54,201-225,good,good,0,5,208,201-225,-2
"July 11, 2021",Canyons,7,4,20,P,G,20G,1.878,-0.48,G 16-20,slight left,slightly short,0,5,20,G 16-20,-1
"July 11, 2021",Canyons,7,5,6,P,G,6G,1.357,-0.65,G 4-6,slight left,slightly long,0,5,6,G 4-6,0
"July 11, 2021",Canyons,7,6,2,P,G,2G,1.009,0.01,G 0-3,good,good,0,5,2,G 0-3,1
"July 11, 2021",Canyons,8,1,145,PW,T,145T,2.97,0.04,126-150,slight left,good,0,3,145,126-150,-2
"July 11, 2021",Canyons,8,2,25,P,G,25G,1.934,-0.58,G 21-25,good,slightly long,0,3,25,G 21-25,-1
"July 11, 2021",Canyons,8,3,8,P,G,8G,1.515,-0.49,G 7-9,slight right,slightly long,0,3,8,G 7-9,0
"July 11, 2021",Canyons,8,4,1,P,G,1G,1.001,0,G 0-3,good,good,0,3,1,G 0-3,1
"July 11, 2021",Canyons,9,1,320,2,T,320T,3.79,0.09,250 +,good,good,0,4,324,250 +,-3
"July 11, 2021",Canyons,9,2,50,60,F,50F,2.7,-0.09,26-50,good,slightly short,0,4,52,26-50,-2
"July 11, 2021",Canyons,9,3,15,P,G,15G,1.79,-0.22,G 10-15,good,slightly long,0,4,15,G 10-15,-1
"July 11, 2021",Canyons,9,4,2,P,G,2G,1.009,0.01,G 0-3,good,good,0,4,2,G 0-3,0
"July 16, 2021",Bonneville,1,1,450,D,T,450T,4.17,0.26,250 +,slight right,good,0,5,450,250 +,-4
"July 16, 2021",Bonneville,1,2,130,50,WF,130WF,2.91,-0.68,126-150,good,pretty short,0,5,131,126-150,-3
"July 16, 2021",Bonneville,1,3,20,60,R,20R,2.59,-0.2,0-25,slight left,slightly long,0,5,13,0-25,-2
"July 16, 2021",Bonneville,1,4,15,P,G,15G,1.79,0.79,G 10-15,good,slightly long,0,5,15,G 10-15,-1
"July 16, 2021",Bonneville,2,1,380,4,T,380T,3.96,-1.27,250 +,way left,good,1,4,376,250 +,-3
"July 16, 2021",Bonneville,2,2,P,,,P,4.23,0,,,,0,4,,,-2
"July 16, 2021",Bonneville,2,3,150,PW,R,150R,3.23,-0.17,126-150,good,pretty short,0,4,147,126-150,-1
"July 16, 2021",Bonneville,2,4,20,50,F,20F,2.4,-0.12,0-25,good,slightly long,0,4,17,0-25,0
"July 16, 2021",Bonneville,2,5,8,P,G,8G,1.515,-0.49,G 7-9,slight right,slightly long,0,4,8,G 7-9,1
"July 16, 2021",Bonneville,2,6,1,P,G,1G,1.001,0,G 0-3,good,good,0,4,1,G 0-3,2
"July 16, 2021",Bonneville,3,1,370,D,T,370T,3.96,0.36,250 +,good,good,0,4,373,250 +,-3
"July 16, 2021",Bonneville,3,2,40,60,F,40F,2.6,-0.03,26-50,good,slightly short,0,4,33,26-50,-2
"July 16, 2021",Bonneville,3,3,10,P,G,10G,1.626,-0.38,G 10-15,good,slightly long,0,4,10,G 10-15,-1
"July 16, 2021",Bonneville,3,4,2,P,G,2G,1.009,0.01,G 0-3,good,good,0,4,2,G 0-3,0
"July 16, 2021",Bonneville,4,1,430,D,T,430T,4.08,0.12,250 +,slight left,good,0,4,434,250 +,-3
"July 16, 2021",Bonneville,4,2,85,60,R,85R,2.96,-0.63,76-100,good,pretty long,0,4,80,76-100,-2
"July 16, 2021",Bonneville,4,3,15,60,R,15R,2.59,-0.81,0-25,good,way long,0,4,12,0-25,-1
"July 16, 2021",Bonneville,4,4,20,60,F,20F,2.4,0.04,0-25,slight left,good,0,4,20,0-25,0
"July 16, 2021",Bonneville,4,5,6,P,G,6G,1.357,0.36,G 4-6,good,good,0,4,6,G 4-6,1
"July 16, 2021",Bonneville,5,1,510,2,T,510T,4.54,-0.1,250 +,slight right,good,0,5,508,250 +,-4
"July 16, 2021",Bonneville,5,2,230,8,R,230R,3.64,-0.27,226-250,good,good,0,5,232,226-250,-3
"July 16, 2021",Bonneville,5,3,50,60,R,50R,2.91,-0.02,26-50,slight right,slightly short,0,5,47,26-50,-2
"July 16, 2021",Bonneville,5,4,25,P,G,25G,1.934,-0.08,G 21-25,slight left,good,0,5,25,G 21-25,-1
"July 16, 2021",Bonneville,5,5,2,P,G,2G,1.009,0.01,G 0-3,good,good,0,5,2,G 0-3,0
"July 16, 2021",Bonneville,6,1,160,9,T,160T,2.99,0.06,151-175,good,slightly short,0,3,161,151-175,-2
"July 16, 2021",Bonneville,6,2,25,P,G,25G,1.934,-0.32,G 21-25,good,slightly long,0,3,25,G 21-25,-1
"July 16, 2021",Bonneville,6,3,5,P,G,5G,1.256,0.26,G 4-6,good,good,0,3,5,G 4-6,0
"July 16, 2021",Bonneville,7,1,330,2,T,330T,3.86,0.16,250 +,good,good,0,4,322,250 +,-3
"July 16, 2021",Bonneville,7,2,65,60,F,65F,2.7,-0.7,51-75,good,pretty short,0,4,58,51-75,-2
"July 16, 2021",Bonneville,7,3,10,60,F,10F,2.4,0.39,0-25,good,good,0,4,10,0-25,-1
"July 16, 2021",Bonneville,7,4,2,P,G,2G,1.009,0.01,G 0-3,good,good,0,4,2,G 0-3,0
"July 16, 2021",Bonneville,8,1,350,D,T,350T,3.92,0.33,250 +,good,good,0,4,350,250 +,-3
"July 16, 2021",Bonneville,8,2,15,60,R,15R,2.59,-0.2,0-25,good,slightly short,0,4,15,0-25,-2
"July 16, 2021",Bonneville,8,3,15,P,G,15G,1.79,-0.47,G 10-15,good,slightly long,0,4,15,G 10-15,-1
"July 16, 2021",Bonneville,8,4,5,P,G,5G,1.256,0.26,G 4-6,good,good,0,4,5,G 4-6,0
"July 16, 2021",Bonneville,9,1,180,8,T,180T,3.05,0.26,176-200,slight right,good,0,3,176,176-200,-2
"July 16, 2021",Bonneville,9,2,15,P,G,15G,1.79,-0.22,G 10-15,good,good,0,3,15,G 10-15,-1
"July 16, 2021",Bonneville,9,3,2,P,G,2G,1.009,0.01,G 0-3,good,good,0,3,2,G 0-3,0
"July 16, 2021",Bonneville,10,1,370,D,T,370T,3.96,0.21,250 +,slight right,good,0,4,373,250 +,-3
"July 16, 2021",Bonneville,10,2,85,60,F,85F,2.75,0.12,76-100,good,slightly long,0,4,81,76-100,-2
"July 16, 2021",Bonneville,10,3,10,P,G,10G,1.626,-0.43,G 10-15,good,slightly long,0,4,10,G 10-15,-1
"July 16, 2021",Bonneville,10,4,3,P,G,3G,1.053,0.05,G 0-3,good,good,0,4,3,G 0-3,0
"July 16, 2021",Bonneville,11,1,330,4,T,330T,3.86,0.11,250 +,good,good,0,4,338,250 +,-3
"July 16, 2021",Bonneville,11,2,80,60,F,80F,2.75,-0.13,76-100,slight left,slightly long,0,4,79,76-100,-2
"July 16, 2021",Bonneville,11,3,20,P,G,20G,1.878,-0.13,G 16-20,slight left,slightly long,0,4,20,G 16-20,-1
"July 16, 2021",Bonneville,11,4,2,P,G,2G,1.009,0.01,G 0-3,good,good,0,4,2,G 0-3,0
"July 16, 2021",Bonneville,12,1,520,D,T,520T,4.54,0.23,250 +,slight left,good,0,5,515,250 +,-4
"July 16, 2021",Bonneville,12,2,180,8,R,180R,3.31,0.38,176-200,slight left,slightly short,0,5,186,176-200,-3
"July 16, 2021",Bonneville,12,3,25,P,G,25G,1.934,-0.08,G 21-25,good,slightly short,0,5,25,G 21-25,-2
"July 16, 2021",Bonneville,12,4,2,P,G,2G,1.009,0,G 0-3,good,good,0,5,2,G 0-3,-1
"July 16, 2021",Bonneville,16,1,520,D,T,520T,4.54,0.56,250 +,good,good,0,5,528,250 +,-4
"July 16, 2021",Bonneville,16,2,150,PW,F,150F,2.98,0.1,126-150,slight left,good,0,5,156,126-150,-3
"July 16, 2021",Bonneville,16,3,20,P,G,20G,1.878,-0.13,G 16-20,good,slightly short,0,5,20,G 16-20,-2
"July 16, 2021",Bonneville,16,4,2,P,G,2G,1.009,0.01,G 0-3,good,good,0,5,2,G 0-3,-1
"July 16, 2021",Bonneville,17,1,140,PW,T,140T,2.97,0.34,126-150,good,slightly long,0,3,148,126-150,-2
"July 16, 2021",Bonneville,17,2,10,P,G,10G,1.626,-0.38,G 10-15,slight right,good,0,3,10,G 10-15,-1
"July 16, 2021",Bonneville,17,3,1,P,G,1G,1.001,0,G 0-3,good,good,0,3,1,G 0-3,0
"July 16, 2021",Bonneville,18,1,370,4,T,370T,3.96,-0.12,250 +,good,good,0,4,377,250 +,-3
"July 16, 2021",Bonneville,18,2,180,8,F,180F,3.08,0.15,176-200,slight right,good,0,4,172,176-200,-2
"July 16, 2021",Bonneville,18,3,25,P,G,25G,1.934,-0.07,G 21-25,slight right,good,0,4,25,G 21-25,-1
"July 16, 2021",Bonneville,18,4,1,P,G,1G,1.001,0,G 0-3,good,good,0,4,1,G 0-3,0
"July 17, 2021",Mtn Dell,1,1,520,D,T,520T,4.54,0.39,250 +,slight left,good,0,5,514,250 +,-4
"July 17, 2021",Mtn Dell,1,2,145,PW,R,145R,3.15,0.27,126-150,slight right,good,0,5,144,126-150,-3
"July 17, 2021",Mtn Dell,1,3,20,P,G,20G,1.878,0.88,G 16-20,good,good,0,5,20,G 16-20,-2
"July 17, 2021",Mtn Dell,2,1,380,4,T,380T,3.96,-0.02,250 +,good,good,0,4,387,250 +,-3
"July 17, 2021",Mtn Dell,2,2,165,9,F,165F,2.98,0.1,151-175,slight left,good,0,4,173,151-175,-2
"July 17, 2021",Mtn Dell,2,3,20,P,G,20G,1.878,-0.27,G 16-20,good,slightly long,0,4,20,G 16-20,-1
"July 17, 2021",Mtn Dell,2,4,4,P,G,4G,1.147,0.15,G 4-6,good,good,0,4,4,G 4-6,0
"July 17, 2021",Mtn Dell,3,1,150,PW,R,150R,3.23,0.25,126-150,slight right,slightly short,0,3,155,126-150,-2
"July 17, 2021",Mtn Dell,3,2,30,P,G,30G,1.978,-0.54,G 26-35,good,slightly short,0,3,30,G 26-35,-1
"July 17, 2021",Mtn Dell,3,3,8,P,G,8G,1.515,-0.49,G 7-9,slight left,good,0,3,8,G 7-9,0
"July 17, 2021",Mtn Dell,3,4,1,P,G,1G,1.001,0,G 0-3,good,good,0,3,1,G 0-3,1
"July 17, 2021",Mtn Dell,4,1,370,D,T,370T,3.96,0.05,250 +,pretty right,good,0,4,365,250 +,-3
"July 17, 2021",Mtn Dell,4,2,60,60,R,60R,2.91,0.12,51-75,good,slightly long,0,4,57,51-75,-2
"July 17, 2021",Mtn Dell,4,3,15,P,G,15G,1.79,-0.22,G 10-15,good,slightly long,0,4,15,G 10-15,-1
"July 17, 2021",Mtn Dell,4,4,2,P,G,2G,1.009,0.01,G 0-3,good,good,0,4,2,G 0-3,0
"July 17, 2021",Mtn Dell,5,1,550,2,T,550T,4.74,0.1,250 +,slight right,good,0,5,555,250 +,-4
"July 17, 2021",Mtn Dell,5,2,240,8,R,240R,3.64,-0.27,226-250,good,slightly short,0,5,239,226-250,-3
"July 17, 2021",Mtn Dell,5,3,50,60,R,50R,2.91,-0.02,26-50,good,pretty short,0,5,55,26-50,-2
"July 17, 2021",Mtn Dell,5,4,25,P,G,25G,1.934,-0.08,G 21-25,slight right,good,0,5,25,G 21-25,-1
"July 17, 2021",Mtn Dell,5,5,2,P,G,2G,1.009,0.01,G 0-3,good,good,0,5,2,G 0-3,0
"July 17, 2021",Mtn Dell,6,1,430,D,T,430T,4.08,0.33,250 +,good,good,0,4,432,250 +,-3
"July 17, 2021",Mtn Dell,6,2,85,60,F,85F,2.75,-0.04,76-100,slight left,good,0,4,89,76-100,-2
"July 17, 2021",Mtn Dell,6,3,15,P,G,15G,1.79,-0.22,G 10-15,slight left,good,0,4,15,G 10-15,-1
"July 17, 2021",Mtn Dell,6,4,2,P,G,2G,1.009,0.01,G 0-3,good,good,0,4,2,G 0-3,0
"July 17, 2021",Mtn Dell,7,1,380,D,T,380T,3.96,0,250 +,pretty right,good,0,4,378,250 +,-3
"July 17, 2021",Mtn Dell,7,2,75,60,R,75R,2.96,0.08,51-75,good,slightly long,0,4,73,51-75,-2
"July 17, 2021",Mtn Dell,7,3,20,P,G,20G,1.878,-0.13,G 16-20,slight left,good,0,4,20,G 16-20,-1
